authormeta_avatar,authormeta_name,text,diggcount,sharecount,playcount,commentcount,videometa_duration,musicmeta_musicname,musicmeta_musicauthor,musicmeta_musicoriginal,createtimeiso,webvideourl
https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/2992edd03ae2f207f0cf347bff88482a~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=79a9d21f&x-expires=1761944400&x-signature=FObh%2FYBBXjjTYFoBUEwZexbD6lQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,itsdavidahh,haha go with the flow my brothers😎🌊 #fyp #viral #xyzbca #photos #comments,775,40,11300,98,20,lunar mount script type beat,caulklawd,True,2025-10-26 16:37:46+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/238c8d64b90c503f009ce5bac1353b21~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=0bc38434&x-expires=1761944400&x-signature=dNofWMY5AWGyvmCLQPXjt6P92r8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,majesticyves,#comments #relatable #photos #fürdich #foryoupage,6738,113,315200,698,8,original sound,shiriri,True,2025-08-20 00:28:52+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/4ae369bcda65f37088b3e35f223aad2e~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=e90cf035&x-expires=1761944400&x-signature=ztXfiDfHjhFUgqoktOL%2Bo8S%2B8zw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,lilblazebaby,#comment #fyp #whatyoulooklike,153,4,58100,156,10,original sound,★,True,2025-05-08 16:55:31+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/475897f2248626cf85ab97b6cc3b9ffc~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=34ecb1cb&x-expires=1761944400&x-signature=vpstwcTX4Mu0GD7c3sE%2FW77WvsY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,troll_face_223,Man comment tutorial ☠️ #trollface #edit #tiktok #viral #fyp,7456,311,692800,68400,16,original sound,Atta_Sigma,True,2025-09-21 14:19:03+00:00,
https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/e18f905be6bcd2e7607d036dae52f7fb~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=97548ba3&x-expires=1761944400&x-signature=UzTUF56MMBcCuPnzlfZDxgF5eC0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,veoe79,#flypシ #foryou #fly #views အမြင်ရိုင်းသွားရင်sry ပါ,790100,17300,8600000,10400,14,original sound,IG:so_call_suga,True,2024-07-06 04:32:18+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/0a9538fa07e74fc3fd64130a5ee33d77~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=c1b81700&x-expires=1761944400&x-signature=bNVAk4B8cdN%2FuSrP4jMnUn3TgpQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,terezija.simunovic,#couple #couplegoals #myman #view #mountain #cozy #chalet #travelcouple,29100,7712,2900000,229,8,original sound,ⱼₐcₒb🇵🇱,True,2025-07-01 17:27:27+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/f9de6affa1be5b494f7b8223c3dc0e50~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=072f3363&x-expires=1761944400&x-signature=hEL4k%2FehVOa%2FH6l5M90kPVWY9eA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,amazing.life430,Amazing ocean moon view 🌖🥰🌊 ##amazing##life##landscape##nature##relaxing##waves##ocean##beach##moon##view##beautiful,16700,8856,722200,610,10,Wave Sounds,Ocean Sounds,False,2025-07-15 19:04:28+00:00,
https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/c312419e202f4015ab59d1ae3da04d1c~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=f108e1d4&x-expires=1761944400&x-signature=SwmX4IflwFCCz8WKpA4QcqLJGPE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,hudatahir110,View 🥺🤍 #foryoupage #viralvideo #100k #fyp,2900000,58800,51600000,31500,14,,,False,2024-03-29 12:59:56+00:00,
https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/acfd6cbb29b16a64fb794a4a390f286b~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=428927dd&x-expires=1761944400&x-signature=x2c4LcuqLo7nHaeJV6AABTyX0Rc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,cantfindmatty,The view.,3100000,105900,16600000,2907,7,Reflections,The Neighbourhood,False,2025-04-04 00:18:40+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/4f20c59d2a8f318807146829ae94d352~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=24672af3&x-expires=1761944400&x-signature=Ro%2FiaNcOFb77XWLvCPMbsOvTZBk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,victoriadauberville,White Heaven ❄️ #heaven #antartica #boat #ice #view #ballet,787700,25000,6000000,2439,24,Cornfield Chase,Hans Zimmer,False,2025-01-08 17:12:54+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/af79575ef7be38254e88cfdb3107c0ec~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=c087494b&x-expires=1761944400&x-signature=oVicpfZgvVYHkv97XADXvt1zLf8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,lily.lstyle,views 🌆 #miami #summer #views,1100000,82300,5700000,2073,16,Mwaki,Zerb & Sofiya Nzau,False,2024-08-13 05:01:56+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/17804125627174e1903f58c5c4030086~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=f94e78ec&x-expires=1761944400&x-signature=gWglbLC%2FaTp6e8Ejo2p%2BBixQbvk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,maxtok9,Views on views #views #world #fyp,3451,68,36900,83,12,luther,Kendrick Lamar & SZA,False,2025-03-21 14:02:50+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/bcf61ab418cbecaf4722d51b3757d90d~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=40300d30&x-expires=1761944400&x-signature=M%2FwfpNvUIyrP9h2pifnKix1U%2BQc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,papacitosfeet,"It’s all about the views! If you liked this view, follow me 😂#fyp #views #traveltiktok #viral #landscape",299,2,3187,13,9,La Lecon Particuliere - Bof La Lecon Particuliere,Francis Lai & Christian Gaubert,False,2025-10-12 19:18:40+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/16fbbbdbc87073598fd9b5eb21b6e779~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=38f1d010&x-expires=1761944400&x-signature=OjS62M9JoSHEX5vvcFA%2B1X7kbpQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,erick_hdz97,#atardecer #sunset #views #fypage,44600,4059,385500,243,11,Ontario (Slowed),Novo Amor & Lowswimmer,False,2025-09-15 01:01:14+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/033486aa2d80592a20d22447d6611393~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=4efda656&x-expires=1761944400&x-signature=%2B2NjLbL3lDa%2BI9pjvEOe%2FbI9ZHM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,kingbrightmediaa,First time seeing the mountains at 2500 feet up on top of chimney rock #stunning #greatsmokeymountains #chimneyrock #skyline #Hiking,69500,1229,2300000,846,30,FUN,Rema,False,2025-10-06 14:40:40+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/b8bd61e6071ef8dffc76d20330c675e5~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=774056c4&x-expires=1761944400&x-signature=OQjzpJUUSORzSPzgJMIwNKgn4x0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,sammichicken,"This is our most viewed video of ALL time, with 38.6 MILLION views on Facebook. Yes, it's fun to have a video go viral, but my heart swells the greatest knowing the impact/reach that our sweet Sammi Chicken had in her life. I was so lucky to have been her human. 
.
*Video is from Spring 2018 - Daytona Beach, Florida
She genuinely enjoyed the beach & the waves on her feet. ❤️ 
.
#mybestfriendisananimal #soblessed #impact #amazinglife #love #bestfriends #animalhumanbonding #oneofakind #sammi #sammichicken #beachchicken #chickensofig #chickenofthesea @Dave Cox @Daytona Beach CVB",65700,13100,1600000,5707,39,original sound,Sammi Chicken,True,2024-05-25 17:34:28+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/fc7836e4281a8642e956093464b72bd7~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=ec913d28&x-expires=1761944400&x-signature=rOw%2B5Xg26RK6mJgr1FKSFy%2FV6Qw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,lovealwayspiper,maturing be like,1500000,18900,7700000,1924,15,original sound,delaudios,True,2024-09-23 21:57:43+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/01691c4713b16ecf9ca848b97d628124~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=0202b4c8&x-expires=1761944400&x-signature=yh4ZpGtWemVs%2FGXNBUHqmistek4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,katteyes,like cuando te des cuenta 👀✨,1200000,32700,12900000,13500,15,KEEP UP,Odetari,False,2024-10-03 00:35:50+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/26cba053f67bd252558f9e0db5f9adf9~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=19eb327e&x-expires=1761944400&x-signature=fH6wnFtj7TVkv0mmJeRZEshLQ5c%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,ceekenziee,fyp is broken asf,1400000,45300,9900000,7522,6,original sound,just.memes,True,2024-06-17 20:08:57+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7315873087292129285~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=21aaba68&x-expires=1761944400&x-signature=fLBB0ohpWXU6nhlK83fh9BQrcxM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,bera_nanuka,We always feel like main characters in our traditional clothing 🤍 #slowzoom #photoshoot #tiktokfashionmonth,1700000,4797,11000000,4123,12,Wildest Dreams,jade🧁🐰,True,2021-09-15 16:00:44+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/bfd08e268ec8116a7411c7c2b8458279~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=394cca17&x-expires=1761944400&x-signature=KVpRpRVRWcX1Gsvn0zXJD%2BdZw%2Bs%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,celaalopes,Tao ganhando mais likes que eu 🤣🤣🤣🤣 farei tmbb dai né? Ops: realmente nao  rolou nada! 🩷,1300000,2905,11800000,3610,9,som original,𝒞𝑟𝑢𝑧𝑒𝑖𝑟𝑜/ℰvelyn ! 🦊,True,2023-12-30 17:11:29+00:00,
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7349978932319354922~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=9b6728bd&x-expires=1761944400&x-signature=q6rNrQOouCVeyHhllQyJAyiDWMY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva,hunterwoodhall,based on a true event. I cant be the only one,441400,24700,4200000,4392,18,Da Ya Think I'm Sexy?,Rod Stewart,False,2022-01-05 00:55:13+00:00,
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/a0def69196ec78f157e670ff5605839e~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=321e14cc&x-expires=1761944400&x-signature=8auDY8GgyJypSFGElwynjdaIxHA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva,professor_wasiii,#youtube #wasiii #youtuber,305,48,26800,77,14,original sound,professor_wasiii,True,2022-07-22 07:51:10+00:00,
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/daf6c68f5466dfbdd5352b631f7844af~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=d4331488&x-expires=1761944400&x-signature=uWt7WmA9Af39UuIndAlt5xrRNik%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva,zgreenscreen,"#CapCut Time Speed

#watch #time #timer #speed #greenscreen #greenscreensticker #greenscreenvideo #greenscreentemplates",795,3987,191600,28,30,suara asli - Ztv | Greenscreen,Ztv | Greenscreen,True,2025-02-24 16:00:23+00:00,
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/48183ae95d0bc91142c136af82b3f814~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=40dfb972&x-expires=1761944400&x-signature=5UHgi3MbhdVBoCdGI0XIFpY%2FvQY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva,sajidautomationking,4k hours watch time available come ib #youtubewatchtime #watchtimehours #copyrightwatchtime #4khourwatchtime #1ksuscrber,89,3,2973,7,26,original sound,文 | 𝐌𝐮𝐬𝐢𝐜 𝐀𝐥𝐬𝐚 😈🎧,True,2025-02-13 12:38:01+00:00,
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/df8cfec5bb12899feb38001cfc02b785~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=b2c5c5f9&x-expires=1761944400&x-signature=xqt%2Fsiw059G2SpoNgMHB9WmIQjE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva,fayshowshopsg,"Master Time in Style: Your Digital Watch User Tutorial. 👆👆👆
#techtuesday #digitalwatch #digitalwatch⌚ #digitalwatches⌚️",991,55,214700,132,123,Chill Vibes,Tollan Kim,False,2023-12-06 06:30:18+00:00,
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7eb1b921fc933632f2580b802e4290df~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=90bec202&x-expires=1761944400&x-signature=FRXUOA3yNlHDyDYShXKRdcDGVP0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva,hongcong1007,#time #watch #typ,1615,55,304500,44,8,original sound - JonelSagaynoRemix🇵🇭,JONEL SAGAYNO REMIX,True,2025-09-29 13:00:02+00:00,
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/451fdbb844e20a7074319d084157a0c1~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=e1126db5&x-expires=1761944400&x-signature=edRNCSJ2AALYk1s4D47UabE5OpA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva,ytautomation110,Watch time Available / YouTube Automation #automation #foryoupage #unfreezemyaccount #fyp #youtubeautomation,179,12,5079,16,9,MONTAGEM COMA (Ultra Slowed),ANDROMEDA & elysian.,False,2025-10-19 14:22:33+00:00,
https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-euttp/616d1660d5d6cdd023e2901c6326591b~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=4f564cad&x-expires=1761944400&x-signature=OVTdfSa8YlV6Ur1ty6V2wP9zwn4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva,_mylike7,Já mám 11 dní boys#opatBoys#freeopat#opat04klipy,37200,344,327300,626,14,původní zvuk,mylike,True,2022-07-29 07:03:53+00:00,
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/cdf0208214a4e22d89aef08273879bb6~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=d1b33d99&x-expires=1761944400&x-signature=3ZQdVKq%2Brry4KYxghaBkt04Wp%2BM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva,janela_rose_cipres,everyday watch #watchtillend #watch #silverwatch #time #womenwatch #mytime #fyp,3,2,461,0,12,original sound,cloudykk7,True,2025-07-19 10:35:40+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/9efa1fdef2dc170950dd188744d1afaf~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=2e12ab58&x-expires=1761944400&x-signature=Del7xO8mhO2PJ1jDEfw8wqem4pk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,adish516,"My favourite place to relax in Melbourne (it's filled with couples😔) 
~ 📍Point Ormond Lookout.  
~ 
#melb #melbourne #sunset #views #fyp #australia #beach #sea #photography #pointormond",909600,39900,9200000,2432,7,My Love Mine All Mine,Mitski,False,2023-10-08 00:47:08+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/519b31e60abd9a233ef1552b2d6bcb74~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=461b9817&x-expires=1761944400&x-signature=kuYvwEdm2Hb2bTVlZHHbO7KFmT0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,gabrielhabsburg,"spaceships🏞️
#nature #views #mountains #sunset #scenery",667300,72600,3800000,866,6,original sound,Films For Frank,True,2025-09-04 20:21:04+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/c069491daee5e8f6e3e2e0ee4bdbf0d8~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=f51fd928&x-expires=1761944400&x-signature=n%2FnmzJGN9hya9Erov%2Buw1pDBmZk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,jacobmalone86,#fyp#relatable,69,2,11600,6,26,Don't Know What to Call It,Kevin Gates,False,2025-08-07 22:24:57+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7ab2a5697f516736b4a471e6a892bc2c~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=eea3a46a&x-expires=1761944400&x-signature=Cfo8%2FwUZNKmJ1aoDQ%2B0Ph%2F3fAD8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,colina.sprunki.fann,"doing this with actual TikTok comments loll #tiktok
.
.
..
 #tiktokcomments #fyppppppppppppppppppppppp #comment #xyzbca",205900,16400,1900000,7775,40,original sound - ️,Purple (Not durple obviously),True,2025-10-19 13:46:51+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7d34e7c9a0eeacf822681951b36e3c88~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=3c3d9743&x-expires=1761944400&x-signature=wzo8Woyc%2FxztPCvq8b9R%2Bw9obT0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,truth..sigma,YOU comment tutorial #comment #tutorial,9379,5756,154100,17200,16,original sound,truth..sigma,True,2025-10-22 09:00:07+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/1f06d91d4c59db6ed3720bf9a09b1523~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=362c25fd&x-expires=1761944400&x-signature=yEnl87vztsF%2BCTgmPHFVggbJyvs%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,edits_lala_farooq,666 comment tutorial ☠️ #fyp #foryou #trollface #tiktok #viral,32500,6566,897800,61500,18,original sound,lala-4k-edits,True,2025-10-24 09:24:55+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7d34e7c9a0eeacf822681951b36e3c88~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=3c3d9743&x-expires=1761944400&x-signature=wzo8Woyc%2FxztPCvq8b9R%2Bw9obT0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,truth..sigma,"blank comment tutorial ☠️
#comment #tutorials #edit",15000,3919,563800,28100,24,original sound,truth..sigma,True,2025-10-04 20:28:40+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/cd6df8c0c256fa0332af2ef2fd7dd694~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=ab4759fd&x-expires=1761944400&x-signature=Cj%2FrxROfELLzcIdOQJSRP3j19mw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,brittney_s26,"As a content creator, the comment section can really be a scary place. But I have to remember everyday won’t  be like this 🩵🙏🏽 #transparency #insecure #contentcreator #commentsection #selflove #faithful #smallwins #fyp #foryoupage #fypシ",36000,1875,539200,1028,157,original sound,✨Brittney✨,True,2025-06-24 21:32:13+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/c1d1e4d7c3a60888370b5b20a82efc09~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=6624e7c1&x-expires=1761944400&x-signature=%2FNniobH1SNzdYaZByC84Rfl4P30%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,fang_w3,I like the sunset. I like the sea. I like you more.#sunset #fyp,8700000,750000,46400000,30200,6,original sound,user2003002197,True,2025-06-14 09:00:28+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/04245319054c9bfa2fa8703f0dab0132~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=9c650237&x-expires=1761944400&x-signature=vL4PNJ2Y7G2OLrqFikk8v31YXTM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,daexo,Repost! We are still in awe of how this blew up! 14.6 million likes & 135.6 million views 😱 eternally grateful! #foryoupage,6100000,228700,79400000,56400,10,mua mua,Miya쌤,True,2020-12-09 21:30:58+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/c4d11063d0b62956b02701d139cfd133~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=fca016dc&x-expires=1761944400&x-signature=%2BeVgVmaedPrtwshbGdEH24oEOyo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,userv1hmq08pe3,The only tiktok dance i like,2700000,28400,21500000,6565,9,original sound,Hyu ₊⊹,True,2024-03-29 18:01:50+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7a36425811abe39c9df582f7a2454b14~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=e9cf03f2&x-expires=1761944400&x-signature=TlT%2Byvy5gPKgoyKpfrwwcfuXHA4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,harvey,Replying to @Tills   WHO REMEMBERS?! we also hit 10M likes on the og…🤯😳🙏😩 dc: @Ajani @☁️  #2019 #thegitupchallenge #2019tiktok,1500000,20700,14400000,3795,14,The Git Up,Blanco Brown,False,2023-07-20 20:06:57+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/59c6dc39ab0645db46956c3a818cec9a~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=01937ace&x-expires=1761944400&x-signature=PVrW8y3XE1aryH4boQBYqZBeyGs%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,valentinmont3s,,227900,13500,971900,180,7,original sound,LALO ❤💯,True,2024-03-31 04:21:35+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/531ea7a619ebd32d061b24477549974a~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=7bb3b9b9&x-expires=1761944400&x-signature=22IsbJqbrMh4%2B9ZNKTR9%2BygXfTw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,the_one_and_only.b,Sorry I’ve been away guys ❤️,8455,182,938200,247,59,Roll Mi Like A Piece Of Macaroni,Sheneel,True,2025-07-05 22:19:11+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/403d9abd7a53bb2f2b0346f18f2b891f~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=a5628246&x-expires=1761944400&x-signature=sDHulWcI3aje7OdSNT%2BidPGKl88%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,marcoandflo,"Amazing view 🩵

#Menaggio #LakeComo #ComoLake #LagodiComo #Italia #Italy",517800,51700,4900000,1892,14,Love story,Afalnisme.,True,2025-01-22 11:19:06+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/f1f8da66944e6251e84a255260259015~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=47335175&x-expires=1761944400&x-signature=og8u198wJwZQqPAZRqEbhg22auE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,faozi_khan_official,"one day 1B views
world record😩🤷‍♂️#worldrecord #1billion #unfreezemyaccount #dontunderreviewmyvideo #tranding #faozikhanofficial #tranding #foryoupage❤️❤️ #for",92,18,6564,18,15,original sound,Faozi_khan_official,True,2025-10-24 03:11:31+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/d0b43a8340fcef5ad5b03987cbb4ad06~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=d0b5cc9a&x-expires=1761944400&x-signature=3ufjvcgvthGmfuBfaj19Rw%2FVFbc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,jetset_anna,"Italys most famous view, welcome to Positano in Amalfi Coast! TAG someone who you’d share this view with ✨ #amalficoast #positano #italy🇮🇹 #italy #visititaly #traveltiktok #tiktoktravel #travelbucketlist #italytiktok 🌸",1000000,106700,18500000,8945,13,Stereo Love,instrumental,False,2022-07-19 15:44:39+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/01835a965bf522411d1217cb8958ba85~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=555eaa4e&x-expires=1761944400&x-signature=4vwc4gyAizXc%2B%2FnV%2FrGvl2tAfnA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,mingaile_l,The viewssssss 😍 #fyp #foryoupage #viral #albania,1340,12,18900,87,8,original sound,TH LYRICAL,True,2025-07-19 20:58:56+00:00,
